category;validScientificNameId;validScientificName;preferredPopularName;taxonGroupName;collector;dateTimeCollected;locality;coordinateUncertaintyInMeters;municipality;county;individualCount;basisOfRecord;latitude;longitude;geometry;scientificNameRank;behavior;notes;sex;Ansvarsarter;Trua arter;Andre spesielt hensynskrevende arter;Spesielle okologiske former;Prioriterte arter;Fredete arter;NT;Fremmede arter;Kingdom;Phylum;Class;Order;Family;Genus;FamilieNavn;OrdenNavn
VU;3677;Larus argentatus;gråmåke;Fugler;;01.01.2013 00:00:00;Jektbogen-Holten;707.0;Sortland;Nordland;0;MachineObservation;68,747184;15,347802;POINT (514070 7626212);species;;" NonValid dynamicProperties: ""{""FirstYearCount"":""1991"", ""LastYearCount"":""2007"", ""LastIndividualCount"":""0""}""";;No;Yes;No;No;No;No;No;No;Animalia;Chordata;Aves;Charadriiformes;Laridae;Larus;måkefamilien;vade-, måke- og alkefugler
NT;3607;Cepphus grylle;teist;Fugler;;01.01.2013 00:00:00;Verholmen;707.0;Sortland;Nordland;0;MachineObservation;68,746588;15,380334;POINT (515386 7626154);species;;" NonValid dynamicProperties: ""{""FirstYearCount"":""1994"", ""LastYearCount"":""1998"", ""LastIndividualCount"":""0""}""";;No;No;No;No;No;No;Yes;No;Animalia;Chordata;Aves;Charadriiformes;Alcidae;Cepphus;alkefamilien;vade-, måke- og alkefugler
LC;3694;Larus marinus;svartbak;Fugler;;01.01.2013 00:00:00;Jektbogen-Holten;707.0;Sortland;Nordland;0;MachineObservation;68,747184;15,347802;POINT (514070 7626212);species;;" NonValid dynamicProperties: ""{""FirstYearCount"":""1991"", ""LastYearCount"":""2007"", ""LastIndividualCount"":""0""}""";;Yes;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Charadriiformes;Laridae;Larus;måkefamilien;vade-, måke- og alkefugler
VU;3677;Larus argentatus;gråmåke;Fugler;;01.01.2013 00:00:00;Verholmen;707.0;Sortland;Nordland;25;MachineObservation;68,746588;15,380334;POINT (515386 7626154);species;;" NonValid dynamicProperties: ""{""FirstYearCount"":""1986"", ""LastYearCount"":""2007"", ""LastIndividualCount"":""26""}""";;No;Yes;No;No;No;No;No;No;Animalia;Chordata;Aves;Charadriiformes;Laridae;Larus;måkefamilien;vade-, måke- og alkefugler
VU;3531;Somateria mollissima;ærfugl;Fugler;Jan Olav Nybo|Ken Adelsten Jensen;07.09.2023 00:00:00;Jennestadosen, Jennestad, Sortland, No;50.0;Sortland;Nordland;6;HumanObservasjon;68,747522;15,322438;POINT (513043 7626244);species;feeding;Activity: Forage. Validationstatus: Approved Documented;;No;Yes;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Somateria;andefamilien;andefugler
LC;4162;Corvus corax;ravn;Fugler;Jan Olav Nybo|Ken Adelsten Jensen;08.09.2023 00:00:00;Storlibukta, Sortland, No;100.0;Sortland;Nordland;5;HumanObservasjon;68,735305;15,394178;POINT (515954 7624899);species;feeding;Activity: Forage. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Passeriformes;Corvidae;Corvus;kråkefamilien;spurvefugler
;3473;Anser brachyrhynchus;kortnebbgås;Fugler;Ingunn Tombre|Johnny Bakken;10.05.2023 00:00:00;SelnesÅnstadBygd, Sortland, No;500.0;Sortland;Nordland;37;HumanObservasjon;68,730749;15,405083;POINT (516399 7624394);species;;Systematisk registering, MIGRAPOP-prosjektet. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anser;andefamilien;andefugler
;3473;Anser brachyrhynchus;kortnebbgås;Fugler;Ingunn Tombre|Johnny Bakken;12.05.2023 00:00:00;SelnesÅnstadBygd, Sortland, No;500.0;Sortland;Nordland;56;HumanObservasjon;68,730749;15,405083;POINT (516399 7624394);species;;Systematisk registering, MIGRAPOP-prosjektet. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anser;andefamilien;andefugler
;3473;Anser brachyrhynchus;kortnebbgås;Fugler;Ingunn Tombre|Johnny Bakken;30.04.2023 00:00:00;SelnesÅnstadBygd, Sortland, No;500.0;Sortland;Nordland;28;HumanObservasjon;68,730749;15,405083;POINT (516399 7624394);species;;Systematisk registering, MIGRAPOP-prosjektet. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anser;andefamilien;andefugler
;3473;Anser brachyrhynchus;kortnebbgås;Fugler;Ingunn Tombre|Johnny Bakken;02.05.2023 00:00:00;SelnesÅnstadBygd, Sortland, No;500.0;Sortland;Nordland;14;HumanObservasjon;68,730749;15,405083;POINT (516399 7624394);species;;Systematisk registering, MIGRAPOP-prosjektet. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anser;andefamilien;andefugler
;3473;Anser brachyrhynchus;kortnebbgås;Fugler;Ingunn Tombre|Johnny Bakken;07.05.2023 00:00:00;SelnesÅnstadBygd, Sortland, No;500.0;Sortland;Nordland;28;HumanObservasjon;68,730749;15,405083;POINT (516399 7624394);species;;Systematisk registering, MIGRAPOP-prosjektet. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anser;andefamilien;andefugler
;3473;Anser brachyrhynchus;kortnebbgås;Fugler;Ingunn Tombre|Johnny Bakken;05.05.2023 00:00:00;Sandstrand, Sortland, No;500.0;Sortland;Nordland;13;HumanObservasjon;68,746301;15,348058;POINT (514081 7626114);species;;Systematisk registering, MIGRAPOP-prosjektet. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anser;andefamilien;andefugler
;3473;Anser brachyrhynchus;kortnebbgås;Fugler;Ingunn Tombre|Johnny Bakken;12.05.2023 00:00:00;Sandstrand, Sortland, No;500.0;Sortland;Nordland;74;HumanObservasjon;68,746301;15,348058;POINT (514081 7626114);species;;Systematisk registering, MIGRAPOP-prosjektet. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anser;andefamilien;andefugler
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Ingunn Tombre|Johnny Bakken;12.05.2023 00:00:00;SelnesÅnstadBygd, Sortland, No;500.0;Sortland;Nordland;380;HumanObservasjon;68,730749;15,405083;POINT (516399 7624394);species;;Systematisk registering, MIGRAPOP-prosjektet. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Branta;andefamilien;andefugler
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Ingunn Tombre|Johnny Bakken;02.05.2023 00:00:00;Sandstrand, Sortland, No;500.0;Sortland;Nordland;330;HumanObservasjon;68,746301;15,348058;POINT (514081 7626114);species;;Systematisk registering, MIGRAPOP-prosjektet. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Branta;andefamilien;andefugler
EN;3773;Numenius arquata;storspove;Fugler;Christopher Reppe;20.06.2023 00:00:00;Ånstadsjøen, Sortland, No;15.0;Sortland;Nordland;2;HumanObservasjon;68,73145;15,404113;POINT (516359 7624472);species;feeding;Activity: Forage. Validationstatus: Approved Documented;;No;Yes;No;No;No;No;No;No;Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Numenius;snipefamilien;vade-, måke- og alkefugler
;3473;Anser brachyrhynchus;kortnebbgås;Fugler;Morten Kongsgaard;14.05.2024 00:00:00;Sortland, Sortland, No;50.0;Sortland;Nordland;5;HumanObservasjon;68,730805;15,405119;POINT (516400 7624400);species;feeding;I flokk med 300 hvitkinngås Activity: Forage. Validationstatus: Approved Media;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anser;andefamilien;andefugler
CR;3654;Vanellus vanellus;vipe;Fugler;Rune Kristiansen|Kurt Kristiansen;18.05.2024 00:00:00;Bygdneset, Sortland, Sortland, No;1265.0;Sortland;Nordland;3;HumanObservasjon;68,732095;15,40511;POINT (516399 7624544);species;possiblereproductive;Activity: InNestingHabitat. Validationstatus: Approved Documented;;No;Yes;No;No;No;No;No;No;Animalia;Chordata;Aves;Charadriiformes;Charadriidae;Vanellus;lofamilien;vade-, måke- og alkefugler
VU;3681;Larus canus;fiskemåke;Fugler;Rune Kristiansen|Kurt Kristiansen;18.05.2024 00:00:00;Bygdneset, Sortland, Sortland, No;1265.0;Sortland;Nordland;2;HumanObservasjon;68,732095;15,40511;POINT (516399 7624544);species;feeding;Activity: Forage.;;No;Yes;No;No;No;No;No;No;Animalia;Chordata;Aves;Charadriiformes;Laridae;Larus;måkefamilien;vade-, måke- og alkefugler
LC;4162;Corvus corax;ravn;Fugler;Rune Kristiansen|Kurt Kristiansen;18.05.2024 00:00:00;Bygdneset, Sortland, Sortland, No;1265.0;Sortland;Nordland;2;HumanObservasjon;68,732095;15,40511;POINT (516399 7624544);species;stationary;Activity: Call.;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Passeriformes;Corvidae;Corvus;kråkefamilien;spurvefugler
LC;3461;Anas platyrhynchos;stokkand;Fugler;Rune Kristiansen|Kurt Kristiansen;18.05.2024 00:00:00;Bygdneset, Sortland, Sortland, No;1265.0;Sortland;Nordland;2;HumanObservasjon;68,732095;15,40511;POINT (516399 7624544);species;possiblereproductive;Activity: PairInSuitableHabitat. Validationstatus: Approved Documented;in pair;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anas;andefamilien;andefugler
LC;4252;Fringilla montifringilla;bjørkefink;Fugler;Ørnulf Nielsen;28.01.2018 00:00:00;Jægtbogen;;Sortland;Nordland;2;HumanObservasjon;68,742076;15,374473;POINT (515152 7625649);species;;;;Yes;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Fringilla;finkefamilien;spurvefugler
LC;4365;Cyanistes caeruleus;blåmeis;Fugler;Ørnulf Nielsen;28.01.2018 00:00:00;Jægtbogen;;Sortland;Nordland;6;HumanObservasjon;68,742076;15,374473;POINT (515152 7625649);species;;;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Passeriformes;Paridae;Cyanistes;meisefamilien;spurvefugler
LC;4263;Pyrrhula pyrrhula;dompap;Fugler;Ørnulf Nielsen;28.01.2018 00:00:00;Jægtbogen;;Sortland;Nordland;5;HumanObservasjon;68,742076;15,374473;POINT (515152 7625649);species;;;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Pyrrhula;finkefamilien;spurvefugler
VU;4198;Emberiza citrinella;gulspurv;Fugler;Ørnulf Nielsen;28.01.2018 00:00:00;Jægtbogen;;Sortland;Nordland;4;HumanObservasjon;68,742076;15,374473;POINT (515152 7625649);species;;;;No;Yes;No;No;No;No;No;No;Animalia;Chordata;Aves;Passeriformes;Emberizidae;Emberiza;buskspurvfamilien;spurvefugler
LC;4372;Parus major;kjøttmeis;Fugler;Ørnulf Nielsen;28.01.2018 00:00:00;Jægtbogen;;Sortland;Nordland;5;HumanObservasjon;68,742076;15,374473;POINT (515152 7625649);species;;;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Passeriformes;Paridae;Parus;meisefamilien;spurvefugler
LC;4263;Pyrrhula pyrrhula;dompap;Fugler;Ørnulf Nielsen;30.01.2022 00:00:00;Jægtbogen;;Sortland;Nordland;4;HumanObservasjon;68,742076;15,374473;POINT (515152 7625649);species;;;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Pyrrhula;finkefamilien;spurvefugler
LC;4263;Pyrrhula pyrrhula;dompap;Fugler;Ørnulf Nielsen;27.01.2024 00:00:00;Jægtbogen;;Sortland;Nordland;5;HumanObservasjon;68,742076;15,374473;POINT (515152 7625649);species;;;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Pyrrhula;finkefamilien;spurvefugler
LC;4400;Passer montanus;pilfink;Fugler;Ørnulf Nielsen;27.01.2024 00:00:00;Jægtbogen;;Sortland;Nordland;4;HumanObservasjon;68,742076;15,374473;POINT (515152 7625649);species;;;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Passeriformes;Passeridae;Passer;spurvefamilien;spurvefugler
LC;4183;Pica pica;skjære;Fugler;Ørnulf Nielsen;27.01.2024 00:00:00;Jægtbogen;;Sortland;Nordland;1;HumanObservasjon;68,742076;15,374473;POINT (515152 7625649);species;;;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Passeriformes;Corvidae;Pica;kråkefamilien;spurvefugler
EN;3611;Fratercula arctica;lunde;Fugler;User 4078;31.07.2010 00:00:00;Sortland;50.0;Sortland;Nordland;1200;HumanObservasjon;68,754306;15,31992;POINT (512938 7627000);species;;http://www.gbif.org/occurrence/2838391685;;Yes;Yes;No;No;No;No;No;No;Animalia;Chordata;Aves;Charadriiformes;Alcidae;Fratercula;alkefamilien;vade-, måke- og alkefugler
;3473;Anser brachyrhynchus;kortnebbgås;Fugler;Ingunn Tombre|Johnny Bakken;05.05.2024 00:00:00;SelnesÅnstadBygd, Sortland, No;300.0;Sortland;Nordland;8;HumanObservasjon;68,730749;15,405083;POINT (516399 7624394);species;;Systematisk registrering som del av NINA-prosjekt. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anser;andefamilien;andefugler
;3473;Anser brachyrhynchus;kortnebbgås;Fugler;Ingunn Tombre|Johnny Bakken;11.05.2024 00:00:00;SelnesÅnstadBygd, Sortland, No;300.0;Sortland;Nordland;97;HumanObservasjon;68,730749;15,405083;POINT (516399 7624394);species;;Systematisk registrering som del av NINA-prosjekt. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anser;andefamilien;andefugler
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Ingunn Tombre|Johnny Bakken;14.05.2024 00:00:00;SelnesÅnstadBygd, Sortland, No;300.0;Sortland;Nordland;640;HumanObservasjon;68,730749;15,405083;POINT (516399 7624394);species;;Systematisk registrering som del av NINA-prosjekt. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Branta;andefamilien;andefugler
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Ingunn Tombre|Johnny Bakken;03.05.2024 00:00:00;Sandstrand, Sortland, No;300.0;Sortland;Nordland;170;HumanObservasjon;68,746301;15,348058;POINT (514081 7626114);species;;Systematisk registrering som del av NINA-prosjekt. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Branta;andefamilien;andefugler
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Ingunn Tombre|Johnny Bakken;19.05.2024 00:00:00;Sandstrand, Sortland, No;300.0;Sortland;Nordland;470;HumanObservasjon;68,746301;15,348058;POINT (514081 7626114);species;;Systematisk registrering som del av NINA-prosjekt. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Branta;andefamilien;andefugler
LC;3525;Mergus serrator;siland;Fugler;Hans Halvard Jakobsen;01.01.2024 00:00:00;jægtboge, Sortland, No;10.0;Sortland;Nordland;9;HumanObservasjon;68,743852;15,37074;POINT (515000 7625846);species;feeding;Activity: Forage. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Mergus;andefamilien;andefugler
VU;3531;Somateria mollissima;ærfugl;Fugler;Stig  Rasmussen;02.02.2025 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;31;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;feeding;Activity: Forage.;;No;Yes;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Somateria;andefamilien;andefugler
LC;3559;Ardea cinerea;gråhegre;Fugler;Stig  Rasmussen;22.03.2025 00:00:00;Bygdneset, Sortland, No;300.0;Sortland;Nordland;52;HumanObservasjon;68,730521;15,404823;POINT (516388 7624368);species;stationary;Activity: Resting.;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Pelecaniformes;Ardeidae;Ardea;hegrefamilien;pelikan- og hegrefugler
NT;3664;Haematopus ostralegus;tjeld;Fugler;Stig  Rasmussen;22.03.2025 00:00:00;Bygdneset, Sortland, No;300.0;Sortland;Nordland;1;HumanObservasjon;68,730521;15,404823;POINT (516388 7624368);species;feeding;Activity: Forage.;;No;No;No;No;No;No;Yes;No;Animalia;Chordata;Aves;Charadriiformes;Haematopodidae;Haematopus;tjeldfamilien;vade-, måke- og alkefugler
;3473;Anser brachyrhynchus;kortnebbgås;Fugler;Bendik Hovstein Buhaug;23.03.2025 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;3;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;;;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anser;andefamilien;andefugler
NT;3664;Haematopus ostralegus;tjeld;Fugler;Johnny Bakken;03.04.2025 00:00:00;Ånstad, Sortland, No;471.0;Sortland;Nordland;5;HumanObservasjon;68,73044;15,407778;POLYGON ((516358 7624668, 516389 7624166, 516777 7624247, 516358 7624668));species;feeding;Activity: Forage.;;No;No;No;No;No;No;Yes;No;Animalia;Chordata;Aves;Charadriiformes;Haematopodidae;Haematopus;tjeldfamilien;vade-, måke- og alkefugler
LC;3536;Tadorna tadorna;gravand;Fugler;Tone M. Bjørstad;29.04.2008 00:00:00;Sortlandsundet;;Sortland;Nordland;1;HumanObservasjon;68,745204;15,332233;POINT (513441 7625988);species;;;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Tadorna;andefamilien;andefugler
;3473;Anser brachyrhynchus;kortnebbgås;Fugler;Tone M. Bjørstad;27.04.2008 00:00:00;Sortlandsundet;;Sortland;Nordland;1;HumanObservasjon;68,745204;15,332233;POINT (513441 7625988);species;;;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anser;andefamilien;andefugler
NT;3664;Haematopus ostralegus;tjeld;Fugler;Tone M. Bjørstad;09.04.2009 00:00:00;Sortlandsundet;;Sortland;Nordland;1;HumanObservasjon;68,745204;15,332233;POINT (513441 7625988);species;;;;No;No;No;No;No;No;Yes;No;Animalia;Chordata;Aves;Charadriiformes;Haematopodidae;Haematopus;tjeldfamilien;vade-, måke- og alkefugler
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Tone M. Bjørstad;26.04.2009 00:00:00;Sortlandsundet;;Sortland;Nordland;1;HumanObservasjon;68,745204;15,332233;POINT (513441 7625988);species;;;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Branta;andefamilien;andefugler
LC;4332;Motacilla alba;linerle;Fugler;ToneM;01.05.2009 00:00:00;Sortlandsundet;;Sortland;Nordland;1;HumanObservasjon;68,745204;15,332233;POINT (513441 7625988);species;;;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Passeriformes;Motacillidae;Motacilla;erlefamilien;spurvefugler
LC;3536;Tadorna tadorna;gravand;Fugler;Tone M. Bjørstad;16.05.2009 00:00:00;Sortlandsundet;;Sortland;Nordland;1;HumanObservasjon;68,745204;15,332233;POINT (513441 7625988);species;;;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Tadorna;andefamilien;andefugler
CR;3654;Vanellus vanellus;vipe;Fugler;Tone M. Bjørstad;10.04.2010 00:00:00;Sortlandsundet;;Sortland;Nordland;1;HumanObservasjon;68,745204;15,332233;POINT (513441 7625988);species;;;;No;Yes;No;No;No;No;No;No;Animalia;Chordata;Aves;Charadriiformes;Charadriidae;Vanellus;lofamilien;vade-, måke- og alkefugler
NT;3664;Haematopus ostralegus;tjeld;Fugler;ToneM;01.04.2010 00:00:00;Sortlandsundet;;Sortland;Nordland;1;HumanObservasjon;68,745204;15,332233;POINT (513441 7625988);species;;;;No;No;No;No;No;No;Yes;No;Animalia;Chordata;Aves;Charadriiformes;Haematopodidae;Haematopus;tjeldfamilien;vade-, måke- og alkefugler
CR;3654;Vanellus vanellus;vipe;Fugler;ToneM;10.04.2010 00:00:00;Sortlandsundet;;Sortland;Nordland;1;HumanObservasjon;68,745204;15,332233;POINT (513441 7625988);species;;;;No;Yes;No;No;No;No;No;No;Animalia;Chordata;Aves;Charadriiformes;Charadriidae;Vanellus;lofamilien;vade-, måke- og alkefugler
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Tone M. Bjørstad;08.05.2010 00:00:00;Sortlandsundet;;Sortland;Nordland;1;HumanObservasjon;68,745204;15,332233;POINT (513441 7625988);species;;;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Branta;andefamilien;andefugler
EN;3838;Sterna hirundo;makrellterne;Fugler;Tone M. Bjørstad;23.05.2010 00:00:00;Sortlandsundet;;Sortland;Nordland;1;HumanObservasjon;68,745204;15,332233;POINT (513441 7625988);species;;;;No;Yes;No;No;No;No;No;No;Animalia;Chordata;Aves;Charadriiformes;Laridae;Sterna;måkefamilien;vade-, måke- og alkefugler
NE;3491;Branta bernicla;ringgås;Fugler;Tone M. Bjørstad;04.05.2013 00:00:00;Sortlandsundet;;Sortland;Nordland;1;HumanObservasjon;68,745204;15,332233;POINT (513441 7625988);species;;;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Branta;andefamilien;andefugler
NT;3664;Haematopus ostralegus;tjeld;Fugler;obsr356533;05.06.2021 00:00:00;542 Vesterålsveien, Nordland, NO (68.746, 15.343);;Sortland;Nordland;1;HumanObservasjon;68,7462;15,342615;POINT (513860 7626101);species;;http://www.gbif.org/occurrence/3617010767;;No;No;No;No;No;No;Yes;No;Animalia;Chordata;Aves;Charadriiformes;Haematopodidae;Haematopus;tjeldfamilien;vade-, måke- og alkefugler
LC;4066;Lagopus lagopus;lirype;Fugler;;15.06.1985 00:00:00;Sortland kommune;707.0;Sortland;Nordland;1;HumanObservasjon;68,7407;15,3831;POINT (515502 7625498);species;;;not recorded;Yes;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Galliformes;Phasianidae;Lagopus;fasanfamilien;hønsefugler
NT;3646;Pluvialis apricaria;heilo;Fugler;;15.06.1985 00:00:00;Sortland kommune;707.0;Sortland;Nordland;1;HumanObservasjon;68,7407;15,3831;POINT (515502 7625498);species;;;not recorded;Yes;No;No;No;No;No;Yes;No;Animalia;Chordata;Aves;Charadriiformes;Charadriidae;Pluvialis;lofamilien;vade-, måke- og alkefugler
LC;3694;Larus marinus;svartbak;Fugler;;15.06.1985 00:00:00;Sortland kommune;707.0;Sortland;Nordland;1;HumanObservasjon;68,7407;15,3831;POINT (515502 7625498);species;;;not recorded;Yes;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Charadriiformes;Laridae;Larus;måkefamilien;vade-, måke- og alkefugler
LC;4329;Anthus trivialis;trepiplerke;Fugler;;15.06.1981 00:00:00;Sortland kommune;707.0;Sortland;Nordland;1;HumanObservasjon;68,7407;15,3831;POINT (515502 7625498);species;;;not recorded;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Passeriformes;Motacillidae;Anthus;erlefamilien;spurvefugler
LC;4164;Corvus cornix;kråke;Fugler;;15.06.1985 00:00:00;Sortland kommune;707.0;Sortland;Nordland;1;HumanObservasjon;68,7407;15,3831;POINT (515502 7625498);species;;;not recorded;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Passeriformes;Corvidae;Corvus;kråkefamilien;spurvefugler
LC;4252;Fringilla montifringilla;bjørkefink;Fugler;;15.06.1985 00:00:00;Sortland kommune;707.0;Sortland;Nordland;1;HumanObservasjon;68,7407;15,3831;POINT (515502 7625498);species;;;not recorded;Yes;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Fringilla;finkefamilien;spurvefugler
LC;4208;Emberiza schoeniclus;sivspurv;Fugler;;15.06.1981 00:00:00;Sortland kommune;707.0;Sortland;Nordland;1;HumanObservasjon;68,7407;15,3831;POINT (515502 7625498);species;;;not recorded;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Passeriformes;Emberizidae;Emberiza;buskspurvfamilien;spurvefugler
NT;3799;Tringa totanus;rødstilk;Fugler;;15.06.1985 00:00:00;Sortland kommune;707.0;Sortland;Nordland;1;HumanObservasjon;68,7407;15,3831;POINT (515502 7625498);species;;;not recorded;No;No;No;No;No;No;Yes;No;Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Tringa;snipefamilien;vade-, måke- og alkefugler
LC;3754;Gallinago gallinago;enkeltbekkasin;Fugler;;15.06.1985 00:00:00;Sortland kommune;707.0;Sortland;Nordland;1;HumanObservasjon;68,7407;15,3831;POINT (515502 7625498);species;;;not recorded;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Gallinago;snipefamilien;vade-, måke- og alkefugler
LC;4158;Cinclus cinclus;fossekall;Fugler;;15.06.1985 00:00:00;Sortland kommune;707.0;Sortland;Nordland;1;HumanObservasjon;68,7407;15,3831;POINT (515502 7625498);species;;;not recorded;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Passeriformes;Cinclidae;Cinclus;fossekallfamilien;spurvefugler
NT;3664;Haematopus ostralegus;tjeld;Fugler;;15.06.1985 00:00:00;Sortland kommune;707.0;Sortland;Nordland;1;HumanObservasjon;68,7407;15,3831;POINT (515502 7625498);species;;;not recorded;No;No;No;No;No;No;Yes;No;Animalia;Chordata;Aves;Charadriiformes;Haematopodidae;Haematopus;tjeldfamilien;vade-, måke- og alkefugler
NT;3776;Numenius phaeopus;småspove;Fugler;;15.06.1985 00:00:00;Sortland kommune;707.0;Sortland;Nordland;1;HumanObservasjon;68,7407;15,3831;POINT (515502 7625498);species;;;not recorded;No;No;No;No;No;No;Yes;No;Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Numenius;snipefamilien;vade-, måke- og alkefugler
LC;3487;Aythya fuligula;toppand;Fugler;;15.06.1985 00:00:00;Sortland kommune;707.0;Sortland;Nordland;1;HumanObservasjon;68,7407;15,3831;POINT (515502 7625498);species;;;not recorded;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Aythya;andefamilien;andefugler
LC;4070;Lagopus muta;fjellrype;Fugler;;15.06.1985 00:00:00;Sortland kommune;707.0;Sortland;Nordland;1;HumanObservasjon;68,7407;15,3831;POINT (515502 7625498);species;;;not recorded;Yes;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Galliformes;Phasianidae;Lagopus;fasanfamilien;hønsefugler
LC;4348;Ficedula hypoleuca;svarthvit fluesnapper;Fugler;;15.06.1985 00:00:00;Sortland kommune;707.0;Sortland;Nordland;1;HumanObservasjon;68,7407;15,3831;POINT (515502 7625498);species;;;not recorded;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Passeriformes;Muscicapidae;Ficedula;fluesnapperfamilien;spurvefugler
