category;validScientificNameId;validScientificName;preferredPopularName;taxonGroupName;collector;dateTimeCollected;locality;coordinateUncertaintyInMeters;municipality;county;individualCount;basisOfRecord;latitude;longitude;geometry;scientificNameRank;behavior;notes;sex;Ansvarsarter;Trua arter;Andre spesielt hensynskrevende arter;Spesielle okologiske former;Prioriterte arter;Fredete arter;NT;Fremmede arter;Kingdom;Phylum;Class;Order;Family;Genus;FamilieNavn;OrdenNavn
NT;4275;Delichon urbicum;taksvale;Fugler;Stig  Rasmussen;31.05.2020 00:00:00;Bygdneset, Sortland, No;300.0;Sortland;Nordland;1;HumanObservasjon;68,730521;15,404823;POINT (516388 7624368);species;feeding;Activity: Forage. Validationstatus: Approved Documented;;No;No;No;No;No;No;Yes;No;Animalia;Chordata;Aves;Passeriformes;Hirundinidae;Delichon;svalefamilien;spurvefugler
LC;3471;Anser anser;grågås;Fugler;Stig  Rasmussen;31.05.2020 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;8;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;stationary;Activity: Resting. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anser;andefamilien;andefugler
NT;4426;Sturnus vulgaris;stær;Fugler;Stig  Rasmussen;31.05.2020 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;1;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;feeding;Activity: Forage. Validationstatus: Approved Documented;;No;No;No;No;No;No;Yes;No;Animalia;Chordata;Aves;Passeriformes;Sturnidae;Sturnus;stærfamilien;spurvefugler
VU;3677;Larus argentatus;gråmåke;Fugler;Espen Sundet Nilsen|Morten Tjemsland;02.08.2020 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;10;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;stationary;Activity: Stationary. Validationstatus: Approved Documented;;No;Yes;No;No;No;No;No;No;Animalia;Chordata;Aves;Charadriiformes;Laridae;Larus;måkefamilien;vade-, måke- og alkefugler
LC;4332;Motacilla alba;linerle;Fugler;Stig  Rasmussen;26.08.2020 00:00:00;Bygdneset, Sortland, No;300.0;Sortland;Nordland;1;HumanObservasjon;68,730521;15,404823;POINT (516388 7624368);species;feeding;Activity: Forage. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Passeriformes;Motacillidae;Motacilla;erlefamilien;spurvefugler
LC;3471;Anser anser;grågås;Fugler;;20.06.1994 00:00:00;Verholmen;710.0;Sortland;Nordland;1;HumanObservasjon;68,746588;15,380334;POINT (515386 7626154);species;;;Unknown;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anser;andefamilien;andefugler
VU;3677;Larus argentatus;gråmåke;Fugler;;20.06.1998 00:00:00;Verholmen;710.0;Sortland;Nordland;62;HumanObservasjon;68,746588;15,380334;POINT (515386 7626154);species;;;Unknown;No;Yes;No;No;No;No;No;No;Animalia;Chordata;Aves;Charadriiformes;Laridae;Larus;måkefamilien;vade-, måke- og alkefugler
LC;3525;Mergus serrator;siland;Fugler;;01.06.1991 00:00:00;Jektbogen-Holten;710.0;Sortland;Nordland;1;HumanObservasjon;68,747184;15,347802;POINT (514070 7626212);species;;;Male;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Mergus;andefamilien;andefugler
VU;3531;Somateria mollissima;ærfugl;Fugler;;01.06.1991 00:00:00;Jektbogen-Holten;710.0;Sortland;Nordland;3;HumanObservasjon;68,747184;15,347802;POINT (514070 7626212);species;;;Male;No;Yes;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Somateria;andefamilien;andefugler
LC;3559;Ardea cinerea;gråhegre;Fugler;Stig  Rasmussen;26.09.2020 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;1;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;feeding;Activity: Forage. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Pelecaniformes;Ardeidae;Ardea;hegrefamilien;pelikan- og hegrefugler
LC;3461;Anas platyrhynchos;stokkand;Fugler;Stig  Rasmussen;01.10.2020 00:00:00;Bygdneset, Sortland, No;300.0;Sortland;Nordland;4;HumanObservasjon;68,730521;15,404823;POINT (516388 7624368);species;feeding;Activity: Forage. Validationstatus: Approved Documented;female;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anas;andefamilien;andefugler
LC;4162;Corvus corax;ravn;Fugler;Stig  Rasmussen;03.10.2020 00:00:00;Storlibukta, Sortland, No;300.0;Sortland;Nordland;3;HumanObservasjon;68,735617;15,393108;POINT (515911 7624934);species;;Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Passeriformes;Corvidae;Corvus;kråkefamilien;spurvefugler
NT;3935;Phalacrocorax carbo;storskarv;Fugler;Stig  Rasmussen;03.10.2020 00:00:00;Storlibukta, Sortland, No;300.0;Sortland;Nordland;5;HumanObservasjon;68,735617;15,393108;POINT (515911 7624934);species;feeding;Activity: Forage. Validationstatus: Approved Documented;;No;No;No;No;No;No;Yes;No;Animalia;Chordata;Aves;Suliformes;Phalacrocoracidae;Phalacrocorax;skarvefamilien;sulefugler
LC;4164;Corvus cornix;kråke;Fugler;Stig  Rasmussen;09.01.2021 00:00:00;Storlibukta, Sortland, No;300.0;Sortland;Nordland;11;HumanObservasjon;68,735617;15,393108;POINT (515911 7624934);species;;Min.. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Passeriformes;Corvidae;Corvus;kråkefamilien;spurvefugler
LC;4162;Corvus corax;ravn;Fugler;Stig  Rasmussen;09.01.2021 00:00:00;Storlibukta, Sortland, No;300.0;Sortland;Nordland;7;HumanObservasjon;68,735617;15,393108;POINT (515911 7624934);species;;Min.. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Passeriformes;Corvidae;Corvus;kråkefamilien;spurvefugler
LC;3559;Ardea cinerea;gråhegre;Fugler;Stig  Rasmussen;26.03.2021 00:00:00;Storlibukta, Sortland, No;300.0;Sortland;Nordland;1;HumanObservasjon;68,735617;15,393108;POINT (515911 7624934);species;feeding;Activity: Forage. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Pelecaniformes;Ardeidae;Ardea;hegrefamilien;pelikan- og hegrefugler
VU;3531;Somateria mollissima;ærfugl;Fugler;Stig  Rasmussen;26.03.2021 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;80;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;;Ca, mot sundet. Validationstatus: Approved Documented;;No;Yes;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Somateria;andefamilien;andefugler
LC;3525;Mergus serrator;siland;Fugler;Stig  Rasmussen;26.03.2021 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;6;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;feeding;Activity: Forage. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Mergus;andefamilien;andefugler
LC;4164;Corvus cornix;kråke;Fugler;Stig  Rasmussen;26.03.2021 00:00:00;Bygdneset, Sortland, No;300.0;Sortland;Nordland;4;HumanObservasjon;68,730521;15,404823;POINT (516388 7624368);species;feeding;Innmark Activity: Forage. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Passeriformes;Corvidae;Corvus;kråkefamilien;spurvefugler
NT;3935;Phalacrocorax carbo;storskarv;Fugler;Inge Hovden;31.03.2021 00:00:00;Sandstrand, Sortland, No;250.0;Sortland;Nordland;1;HumanObservasjon;68,746112;15,354095;POINT (514325 7626094);species;feeding;Activity: Forage. Validationstatus: Approved Documented;;No;No;No;No;No;No;Yes;No;Animalia;Chordata;Aves;Suliformes;Phalacrocoracidae;Phalacrocorax;skarvefamilien;sulefugler
EN;3773;Numenius arquata;storspove;Fugler;Inge Hovden;31.03.2021 00:00:00;Sandstrand, Sortland, No;250.0;Sortland;Nordland;1;HumanObservasjon;68,746112;15,354095;POINT (514325 7626094);species;feeding;Activity: Forage. Validationstatus: Approved Documented;;No;Yes;No;No;No;No;No;No;Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Numenius;snipefamilien;vade-, måke- og alkefugler
NT;3664;Haematopus ostralegus;tjeld;Fugler;Inge Hovden;31.03.2021 00:00:00;Sandstrand, Sortland, No;250.0;Sortland;Nordland;2;HumanObservasjon;68,746112;15,354095;POINT (514325 7626094);species;feeding;Activity: Forage. Validationstatus: Approved Documented;;No;No;No;No;No;No;Yes;No;Animalia;Chordata;Aves;Charadriiformes;Haematopodidae;Haematopus;tjeldfamilien;vade-, måke- og alkefugler
LC;3559;Ardea cinerea;gråhegre;Fugler;Stig  Rasmussen;08.04.2021 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;1;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;feeding;Activity: Forage. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Pelecaniformes;Ardeidae;Ardea;hegrefamilien;pelikan- og hegrefugler
NT;3664;Haematopus ostralegus;tjeld;Fugler;Stig  Rasmussen;08.04.2021 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;2;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;feeding;Activity: Forage. Validationstatus: Approved Documented;;No;No;No;No;No;No;Yes;No;Animalia;Chordata;Aves;Charadriiformes;Haematopodidae;Haematopus;tjeldfamilien;vade-, måke- og alkefugler
